,poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
11,86617,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/3/24,4/5/24,,,,,,,196280,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,42.0
12,86617,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/3/24,4/5/24,,,,,,,196280,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
13,86618,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/2/24,4/4/24,,,,,,,196281,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,43.0
14,86618,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/2/24,4/4/24,,,,,,,196281,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
15,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196032,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,49.4
16,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196032,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,50.6
17,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196033,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,42.0
18,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196033,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.2
19,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196033,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,7.8
20,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196033,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,0.7
21,86602,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Email,7.0,,4/2/24,4/3/24,,,,,,,196033,1438.0,rv,,rv,,4/4/24 09:33,,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,GRE,Stein,31116,Jill Stein,0.5
22,86619,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/1/24,4/3/24,,,,,,,196282,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,42.0
23,86619,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,4/1/24,4/3/24,,,,,,,196282,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
24,86620,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/31/24,4/2/24,,,,,,,196283,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,43.0
25,86620,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/31/24,4/2/24,,,,,,,196283,4000.0,rv,,rv,True,4/9/24 14:23,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
26,86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,,,,,,196005,1604.0,rv,,rv,,4/3/24 12:07,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,43.0
27,86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,,,,,,196005,1604.0,rv,,rv,,4/3/24 12:07,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
28,86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,,,,,,196005,1604.0,rv,,rv,,4/3/24 12:07,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,2.0
29,86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,,,,,,196005,1604.0,rv,,rv,,4/3/24 12:07,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,1.0
30,86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,,,,,,196005,1604.0,rv,,rv,,4/3/24 12:07,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,GRE,Stein,31116,Jill Stein,0.0
31,86621,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/30/24,4/1/24,,,,,,,196284,4000.0,rv,,rv,True,4/9/24 14:24,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,42.0
32,86621,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/30/24,4/1/24,,,,,,,196284,4000.0,rv,,rv,True,4/9/24 14:24,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
33,86572,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,,3/29/24,3/31/24,,,,,,,195790,1092.0,lv,,lv,,4/2/24 10:11,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/04/National-24-General-Report-0331.pdf,,,REP,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,39.8
34,86572,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,,3/29/24,3/31/24,,,,,,,195790,1092.0,lv,,lv,,4/2/24 10:11,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/04/National-24-General-Report-0331.pdf,,,REP,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.1
35,86572,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,,3/29/24,3/31/24,,,,,,,195790,1092.0,lv,,lv,,4/2/24 10:11,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/04/National-24-General-Report-0331.pdf,,,REP,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,11.4
36,86572,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,,3/29/24,3/31/24,,,,,,,195790,1092.0,lv,,lv,,4/2/24 10:11,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/04/National-24-General-Report-0331.pdf,,,REP,8914,2024,U.S. President,0,,11/5/24,general,False,False,,GRE,Stein,31116,Jill Stein,0.8
37,86572,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,,3/29/24,3/31/24,,,,,,,195790,1092.0,lv,,lv,,4/2/24 10:11,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/04/National-24-General-Report-0331.pdf,,,REP,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,1.7
38,86574,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/29/24,3/31/24,,,,,,,195792,6018.0,rv,,rv,True,4/2/24 10:30,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,44.0
39,86574,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/29/24,3/31/24,,,,,,,195792,6018.0,rv,,rv,True,4/2/24 10:30,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,42.0
40,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195861,2021.0,a,,a,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,33.5
41,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195861,2021.0,a,,a,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,34.9
42,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195861,2021.0,a,,a,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,8.4
43,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195861,2021.0,a,,a,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,2.4
44,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195862,1619.0,rv,,rv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,38.8
45,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195862,1619.0,rv,,rv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,37.8
46,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195862,1619.0,rv,,rv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,8.2
47,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195862,1619.0,rv,,rv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,1.9
48,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195863,1425.0,lv,,lv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,41.9
49,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195863,1425.0,lv,,lv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,39.7
50,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195863,1425.0,lv,,lv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,7.8
51,86581,1709,Big Village,,,Big Village,37,Big Village,1.6,0.3,Online Panel,9.0,,3/29/24,3/31/24,,,,,,,195863,1425.0,lv,,lv,,4/2/24 22:05,,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F04%2FBig-Village-Political-Poll-4.1.24.pdf,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,West,31097,Cornel West,1.8
52,86577,1256,RABA Research,,,RABA Research,269,RABA Research,1.3,0.6,Online Panel,7.0,Arizona,3/28/24,3/31/24,,,,,,,195801,503.0,rv,,rv,,4/2/24 14:57,,https://www.rabaresearch.com/wp-content/uploads/2024/04/RABA-Arizona-Survey.pdf,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,36.0
53,86577,1256,RABA Research,,,RABA Research,269,RABA Research,1.3,0.6,Online Panel,7.0,Arizona,3/28/24,3/31/24,,,,,,,195801,503.0,rv,,rv,,4/2/24 14:57,,https://www.rabaresearch.com/wp-content/uploads/2024/04/RABA-Arizona-Survey.pdf,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,39.0
54,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196181,431.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,48.0
55,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196181,431.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,38.0
56,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196182,430.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,42.0
57,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196182,430.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,40.0
58,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196182,430.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,GRE,Stein,31116,Jill Stein,3.0
59,86604,1114,Franklin and Marshall College,,,Franklin & Marshall College Center for Opinion Research,106,Franklin & Marshall College Center for Opinion Research,2.4,-0.1,Mail-to-Web/Mail-to-Phone,8.5,Pennsylvania,3/20/24,3/31/24,,,,,,,196182,430.0,rv,,rv,,4/4/24 10:07,split sample,https://www.fandmpoll.org/franklin-marshall-poll-release-april-2024/,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,9.0
60,86593,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/28/24,3/30/24,,,,,,,196006,4000.0,rv,,rv,True,4/3/24 12:07,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,44.0
61,86593,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/28/24,3/30/24,,,,,,,196006,4000.0,rv,,rv,True,4/3/24 12:07,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,43.0
62,86590,1515,Data for Progress,,,Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,3/27/24,3/29/24,,,,,,,195893,1200.0,lv,,lv,,4/3/24 09:44,,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,47.0
63,86590,1515,Data for Progress,,,Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,3/27/24,3/29/24,,,,,,,195893,1200.0,lv,,lv,,4/3/24 09:44,,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,46.0
64,86590,1515,Data for Progress,,,Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,3/27/24,3/29/24,,,,,,,195894,1200.0,lv,,lv,,4/3/24 09:44,,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,DEM,Biden,19368,Joe Biden,41.0
65,86590,1515,Data for Progress,,,Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,3/27/24,3/29/24,,,,,,,195894,1200.0,lv,,lv,,4/3/24 09:44,,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,REP,Trump,16651,Donald Trump,42.0
66,86590,1515,Data for Progress,,,Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,3/27/24,3/29/24,,,,,,,195894,1200.0,lv,,lv,,4/3/24 09:44,,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,,False,,8914,2024,U.S. President,0,,11/5/24,general,False,False,,IND,Kennedy,31042,Robert F. Kennedy,8.0
